tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2017-339,Brisbane,Hard,32,250,O,20170101,11,DH58,,,Alex de Minaur,R,183,AUS,17.873,,,TD51,5,,Frances Tiafoe,R,188,USA,18.949,,,6-7(4) 6-4 6-4,3,Q2,139,5,6,105,67,48,23,16,3,5,13,2,110,65,43,25,16,6,10
2017-339,Brisbane,Hard,32,250,O,20170101,12,E873,,,Ernesto Escobedo,R,185,MEX,20.496,,,D646,,,Ivan Dodig,R,183,CRO,31.997,,,6-3 6-7(3) 6-3,3,Q2,120,12,3,96,47,39,26,16,2,3,16,5,83,53,39,16,14,0,3
2017-451,Doha,Hard,32,250,O,20170102,1,BG23,1,,Nikoloz Basilashvili,R,185,GEO,24.86,94,618,V495,,,Luca Vanni,R,198,ITA,31.581,157,393,6-1 7-5,3,Q1,70,1,3,57,40,28,11,10,2,3,6,2,59,37,24,7,9,5,9
2017-451,Doha,Hard,32,250,O,20170102,2,S694,,,Radek Stepanek,R,185,CZE,38.1,107,558,GA79,,,Lorenzo Giustino,R,180,ITA,25.314,213,249,5-7 7-5 6-4,3,Q1,163,6,8,106,65,49,13,17,3,9,7,4,113,65,41,22,17,7,14
2017-451,Doha,Hard,32,250,O,20170102,3,BE67,,,Mirza Basic,R,188,BIH,25.478,181,318,C582,3,,Marco Chiudinelli,R,185,SUI,35.313,120,497,6-4 0-6 6-1,3,Q1,94,2,3,53,34,23,8,11,1,5,0,1,87,50,27,20,12,8,13
2017-451,Doha,Hard,32,250,O,20170102,4,ME31,,,Vincent Millot,L,173,FRA,30.924,143,428,F586,4,,Thomas Fabbiano,R,173,ITA,27.606,124,484,6-7(3) 6-3 6-1,3,Q1,122,5,3,86,47,33,23,14,0,2,2,4,96,65,40,13,14,2,8
2017-451,Doha,Hard,32,250,O,20170102,5,LA93,,,Enrique Lopez Perez,R,180,ESP,25.585,163,363,D864,5,,Evgeny Donskoy,R,185,RUS,26.653,125,482,6-4 6-4,3,Q1,62,12,3,52,32,29,13,10,0,0,3,2,57,34,24,13,10,3,5
2017-451,Doha,Hard,32,250,O,20170102,6,SK47,,,Mohamed Safwat,R,180,EGY,26.289,199,278,DA81,6,,Taro Daniel,R,191,JPN,23.932,127,476,7-6(1) 6-2,3,Q1,103,7,1,69,47,34,12,10,3,4,4,2,79,54,33,10,10,5,8
2017-451,Doha,Hard,32,250,O,20170102,7,G983,,,Alessandro Giannessi,L,185,ITA,26.595,128,475,Z367,,,Mousa Shanan Zayed,,,QAT,22.82,2085,1,6-2 6-1,3,Q1,56,4,2,41,25,25,6,8,0,1,0,3,49,36,18,2,7,6,11
2017-451,Doha,Hard,32,250,O,20170102,8,PD07,,,Vasek Pospisil,R,193,CAN,26.53,133,456,AC23,,,Jabor Al-Mutawa,,,QAT,22.604,,,6-2 6-2,3,Q1,53,5,1,38,22,19,7,8,0,2,0,6,51,34,14,7,8,3,9
2017-451,Doha,Hard,32,250,O,20170102,9,PD07,,,Vasek Pospisil,R,193,CAN,26.53,133,456,BG23,1,,Nikoloz Basilashvili,R,185,GEO,24.86,94,618,6-2 6-1,3,Q2,62,5,3,51,27,19,17,8,3,3,1,2,44,30,16,5,7,2,6
2017-451,Doha,Hard,32,250,O,20170102,10,S694,,,Radek Stepanek,R,185,CZE,38.1,107,558,LA93,,,Enrique Lopez Perez,R,180,ESP,25.585,163,363,6-1 6-4,3,Q2,62,6,1,42,28,26,10,9,0,0,6,2,50,30,19,9,8,5,8
2017-451,Doha,Hard,32,250,O,20170102,11,G983,,,Alessandro Giannessi,L,185,ITA,26.595,128,475,BE67,,,Mirza Basic,R,188,BIH,25.478,181,318,6-4 6-2,3,Q2,76,5,1,45,34,27,7,9,0,1,2,3,68,37,22,13,9,7,11
2017-451,Doha,Hard,32,250,O,20170102,12,SK47,,,Mohamed Safwat,R,180,EGY,26.289,199,278,ME31,,,Vincent Millot,L,173,FRA,30.924,143,428,6-3 0-6 6-2,3,Q2,83,11,3,81,47,36,12,12,4,8,3,1,56,37,24,9,11,3,7
2017-891,Chennai,Hard,32,250,O,20170102,1,CH27,,,Hyeon Chung,R,188,KOR,20.624,104,571,Z246,,,Miljan Zekic,R,185,SRB,28.476,202,271,6-1 6-3,3,Q1,75,1,4,66,35,27,16,8,5,5,5,2,52,35,21,6,8,4,8
2017-891,Chennai,Hard,32,250,O,20170102,2,KC29,2,,Nicolas Kicker,R,178,ARG,24.381,110,537,MP13,,,Mukund Sasikumar,R,185,IND,19.967,516,71,6-7(5) 6-3 7-5,3,Q1,139,6,2,112,81,61,22,17,8,8,11,2,106,60,50,24,16,9,11
2017-891,Chennai,Hard,32,250,O,20170102,3,KC04,,,Jozef Kovalik,R,183,SVK,24.162,117,501,SF76,,,Franko Skugor,R,196,CRO,29.287,215,246,6-3 6-4,3,Q1,83,4,1,57,31,24,16,10,2,3,5,1,59,34,22,12,9,4,7
2017-891,Chennai,Hard,32,250,O,20170102,4,TA29,4,,Marco Trungelliti,R,178,ARG,26.921,146,417,BF98,,,Alessandro Bega,R,170,ITA,25.977,311,156,6-0 6-4,3,Q1,61,4,1,49,31,22,11,8,2,3,1,2,49,28,15,8,8,1,6
2017-891,Chennai,Hard,32,250,O,20170102,5,M762,,,Jurgen Melzer,L,183,AUT,35.617,307,158,D916,5,,Steven Diez,R,175,CAN,25.799,166,350,6-1 6-1,3,Q1,53,6,0,36,23,20,8,7,0,0,3,0,52,28,13,9,7,2,7
2017-891,Chennai,Hard,32,250,O,20170102,6,GA94,,,Prajnesh Gunneswaran,L,188,IND,27.14,322,148,MI01,6,,Hiroki Moriya,R,168,JPN,26.215,173,331,6-2 6-3,3,Q1,73,4,1,67,47,31,11,9,6,7,2,4,56,29,18,11,8,3,7
2017-891,Chennai,Hard,32,250,O,20170102,7,MF09,,,Nikola Mektic,R,183,CRO,28.025,331,144,GB53,7,,Federico Gaio,R,178,ITA,24.83,175,329,6-3 6-0,3,Q1,60,3,0,50,37,24,10,8,3,4,2,2,44,30,16,2,7,3,8
2017-891,Chennai,Hard,32,250,O,20170102,8,BF55,,,Yuki Bhambri,R,185,IND,24.498,474,83,CF01,8,,Marco Cecchinato,R,185,ITA,24.257,187,304,7-5 6-1,3,Q1,70,2,4,54,27,20,17,9,7,8,0,3,56,30,18,10,10,1,6
2017-891,Chennai,Hard,32,250,O,20170102,9,CH27,,,Hyeon Chung,R,188,KOR,20.624,104,571,M762,,,Jurgen Melzer,L,183,AUT,35.617,307,158,6-0 7-6(4),3,Q2,100,6,2,56,35,26,10,9,1,3,5,2,92,60,28,14,9,11,16
2017-891,Chennai,Hard,32,250,O,20170102,10,BF55,,,Yuki Bhambri,R,185,IND,24.498,474,83,KC29,2,,Nicolas Kicker,R,178,ARG,24.381,110,537,6-3 6-1,3,Q2,59,2,2,42,24,19,10,8,3,4,0,1,49,31,15,7,8,1,6
2017-891,Chennai,Hard,32,250,O,20170102,11,KC04,,,Jozef Kovalik,R,183,SVK,24.162,117,501,GA94,,,Prajnesh Gunneswaran,L,188,IND,27.14,322,148,7-6(2) 6-2,3,Q2,98,2,1,82,51,39,12,10,10,12,4,4,70,41,26,12,10,3,7
2017-891,Chennai,Hard,32,250,O,20170102,12,MF09,,,Nikola Mektic,R,183,CRO,28.025,331,144,TA29,4,,Marco Trungelliti,R,178,ARG,26.921,146,417,7-5 6-2,3,Q2,91,4,2,77,42,29,18,10,12,14,1,1,62,38,20,12,10,4,9
2017-338,Sydney,Hard,32,250,O,20170108,1,BK19,,,Mathias Bourgue,R,188,FRA,22.973,183,314,M850,1,,Paul-Henri Mathieu,R,185,FRA,34.99,73,710,0-2 RET,3,Q1,13,0,1,5,2,1,0,1,0,1,1,1,10,5,3,3,1,3,3
2017-338,Sydney,Hard,32,250,O,20170108,2,O483,,,Christopher O'Connell,R,183,AUS,22.601,237,217,ME89,2,,Illya Marchenko,R,185,UKR,29.336,74,705,6-3 6-3,3,Q1,75,4,1,51,28,22,16,9,2,3,2,3,58,25,13,19,9,5,9
2017-338,Sydney,Hard,32,250,O,20170108,3,E698,,,Gastao Elias,R,180,POR,26.125,81,675,V495,,,Luca Vanni,R,198,ITA,31.598,157,393,6-4 4-6 6-2,3,Q1,118,7,4,88,54,42,13,14,1,4,3,3,81,41,29,17,14,3,8
2017-338,Sydney,Hard,32,250,O,20170108,4,MJ08,,,Thiago Monteiro,L,183,BRA,22.609,82,674,F586,,,Thomas Fabbiano,R,173,ITA,27.622,124,484,5-7 7-6(7) 6-3,3,Q1,159,11,4,119,74,51,21,17,9,13,5,4,111,63,41,25,16,11,15
2017-338,Sydney,Hard,32,250,O,20170108,5,BH98,,,Matthew Barton,R,191,AUS,25.06,196,282,K926,5,,Mikhail Kukushkin,R,183,KAZ,29.038,89,634,7-6(2) 7-5,3,Q1,94,16,2,74,44,38,18,12,0,0,3,0,77,51,36,17,12,3,4
2017-338,Sydney,Hard,32,250,O,20170108,6,G725,,,Santiago Giraldo,R,188,COL,29.117,91,632,W630,,,Andrew Whittington,R,188,AUS,23.411,170,335,7-6(2) 6-4,3,Q1,112,1,2,66,44,34,15,11,3,4,9,6,93,52,37,19,11,8,10
2017-338,Sydney,Hard,32,250,O,20170108,7,LA93,,,Enrique Lopez Perez,R,180,ESP,25.602,163,363,L987,7,,Dusan Lajovic,R,183,SRB,26.527,93,627,6-3 6-4,3,Q1,62,6,2,52,30,28,13,10,1,1,6,4,55,37,26,7,9,2,4
2017-338,Sydney,Hard,32,250,O,20170108,8,BG23,,,Nikoloz Basilashvili,R,185,GEO,24.876,94,618,SC73,,,Rogerio Dutra Silva,R,178,BRA,32.925,98,613,6-4 6-3,3,Q1,66,3,6,71,56,36,6,10,5,7,6,5,60,35,24,7,9,5,9
2017-338,Sydney,Hard,32,250,O,20170108,9,E698,,,Gastao Elias,R,180,POR,26.125,81,675,BG23,,,Nikoloz Basilashvili,R,185,GEO,24.876,94,618,7-6(1) 6-4,3,Q2,111,7,2,79,39,31,22,11,4,5,0,5,87,51,34,17,11,7,9
2017-338,Sydney,Hard,32,250,O,20170108,10,MJ08,,,Thiago Monteiro,L,183,BRA,22.609,82,674,G725,,,Santiago Giraldo,R,188,COL,29.117,91,632,6-3 6-1,3,Q2,61,8,1,39,22,19,11,8,0,1,4,4,53,26,14,11,8,3,8
2017-338,Sydney,Hard,32,250,O,20170108,11,BH98,,,Matthew Barton,R,191,AUS,25.06,196,282,BK19,,,Mathias Bourgue,R,188,FRA,22.973,183,314,6-3 6-1,3,Q2,55,11,2,46,22,20,14,8,3,3,4,2,45,30,16,7,8,1,5
2017-338,Sydney,Hard,32,250,O,20170108,12,O483,,,Christopher O'Connell,R,183,AUS,22.601,237,217,LA93,,,Enrique Lopez Perez,R,180,ESP,25.602,163,363,6-3 7-5,3,Q2,82,8,1,68,44,35,10,11,3,4,8,6,59,40,28,6,10,1,4
2017-301,Auckland,Hard,32,250,O,20170109,1,H940,,,Ryan Harrison,R,185,USA,24.676,89,632,M844,,,Marcin Matkowski,R,185,POL,35.984,,,6-4 6-4,3,Q1,66,10,1,57,40,33,11,10,4,4,5,8,81,46,33,13,10,7,9
2017-301,Auckland,Hard,32,250,O,20170109,2,D916,2,,Steven Diez,R,175,CAN,25.818,168,350,H788,,,Treat Huey,L,178,PHI,31.368,,,7-5 6-2,3,Q1,71,3,5,59,40,33,9,10,2,2,5,2,60,38,24,11,10,3,6
2017-301,Auckland,Hard,32,250,O,20170109,3,MP01,,,Michael Mmoh,R,188,USA,18.998,195,285,J361,,,Greg Jones,R,193,AUS,27.94,550,62,6-1 6-1,3,Q1,45,3,2,42,24,18,12,7,2,2,2,4,37,23,11,2,7,2,7
2017-301,Auckland,Hard,32,250,O,20170109,4,N771,4,,Cameron Norrie,L,188,GBR,21.383,265,191,D833,,,Marcelo Demoliner,R,191,BRA,27.975,1230,5,6-4 6-2,3,Q1,55,2,1,57,40,31,11,9,2,2,3,2,65,43,27,11,9,7,10
2017-301,Auckland,Hard,32,250,O,20170109,5,J397,5,,Jerzy Janowicz,R,203,POL,26.157,278,180,SH32,,,Krisjanis Stabins,,,LAT,27.535,956,13,6-4 6-4,3,Q1,66,6,4,51,36,31,11,10,2,2,9,4,71,46,31,12,10,4,6
2017-301,Auckland,Hard,32,250,O,20170109,6,K964,,,Brydan Klein,R,188,GBR,27.025,324,148,SL81,,,Masato Shiga,,,JPN,25.424,556,61,6-4 6-2,3,Q1,73,7,3,56,33,26,13,9,3,4,0,2,60,43,22,9,9,3,7
2017-301,Auckland,Hard,32,250,O,20170109,7,SF89,,,Rubin Statham,R,180,NZL,29.711,434,94,PL36,,,Rhett Purcell,R,191,NZL,20.925,1147,7,7-6(2) 6-0,3,Q1,82,4,0,59,41,33,10,9,1,1,3,4,62,28,16,18,9,5,8
2017-301,Auckland,Hard,32,250,O,20170109,8,TA04,,,Finn Tearney,R,183,NZL,26.286,449,90,Q019,,,Aisam-Ul-Haq Qureshi,R,183,PAK,36.816,,,4-6 7-5 RET,3,Q1,104,5,7,82,46,31,17,11,5,8,5,5,74,45,33,11,11,4,7
2017-301,Auckland,Hard,32,250,O,20170109,9,H940,,,Ryan Harrison,R,185,USA,24.676,89,632,SF89,,,Rubin Statham,R,180,NZL,29.711,434,94,6-4 6-1,3,Q2,76,6,3,43,27,24,9,8,2,2,1,3,76,50,30,10,9,10,14
2017-301,Auckland,Hard,32,250,O,20170109,10,K964,,,Brydan Klein,R,188,GBR,27.025,324,148,D916,2,,Steven Diez,R,175,CAN,25.818,168,350,3-6 6-4 6-4,3,Q2,142,11,4,100,59,42,20,15,9,12,2,5,94,61,42,15,14,1,4
2017-301,Auckland,Hard,32,250,O,20170109,11,MP01,,,Michael Mmoh,R,188,USA,18.998,195,285,J397,5,,Jerzy Janowicz,R,203,POL,26.157,278,180,7-6(3) 6-3,3,Q2,85,4,0,74,56,39,12,10,2,3,5,7,65,37,26,12,11,4,7
2017-301,Auckland,Hard,32,250,O,20170109,12,TA04,,,Finn Tearney,R,183,NZL,26.286,449,90,N771,4,,Cameron Norrie,L,188,GBR,21.383,265,191,6-1 6-3,3,Q2,54,1,4,46,28,22,11,8,1,1,1,2,54,31,19,7,8,2,6
2017-580,Australian Open,Hard,128,G,O,20170116,1,S694,,,Radek Stepanek,R,185,CZE,38.138,102,595,BH02,,,Sekou Bangoura,R,183,USA,25.164,269,190,6-3 6-7(2) 6-2,3,Q1,140,2,6,98,60,41,18,15,3,7,1,3,90,63,35,14,14,4,11
2017-580,Australian Open,Hard,128,G,O,20170116,2,TD51,,,Frances Tiafoe,R,188,USA,18.99,108,550,CF01,,,Marco Cecchinato,R,185,ITA,24.296,188,304,6-3 5-7 7-5,3,Q1,135,5,5,103,57,43,23,16,5,7,5,2,92,63,43,18,17,4,8
2017-580,Australian Open,Hard,128,G,O,20170116,3,TA29,,,Marco Trungelliti,R,178,ARG,26.96,147,405,KC04,3,,Jozef Kovalik,R,183,SVK,24.2,110,546,6-3 6-3,3,Q1,66,3,1,57,40,33,6,9,4,5,2,1,51,37,19,8,9,2,6
2017-580,Australian Open,Hard,128,G,O,20170116,4,SE73,4,,Yuichi Sugita,R,175,JPN,28.329,112,539,PG94,,,Marc Polmans,R,188,AUS,19.71,223,238,6-1 6-1,3,Q1,57,6,1,43,24,20,11,7,3,3,0,2,52,37,18,5,7,8,13
2017-580,Australian Open,Hard,128,G,O,20170116,5,LE01,,,Duckhee Lee,R,170,KOR,18.637,148,405,KC29,5,,Nicolas Kicker,R,178,ARG,24.419,115,512,5-7 7-5 6-1,3,Q1,161,9,4,114,67,44,22,16,5,9,7,7,111,62,37,23,15,10,16
2017-580,Australian Open,Hard,128,G,O,20170116,6,F811,,,Bjorn Fratangelo,R,183,USA,23.496,113,519,Z189,,,Grega Zemlja,R,183,SLO,30.3,150,396,6-4 7-6(3),3,Q1,84,8,3,72,47,36,18,11,1,1,10,3,71,43,34,12,11,4,5
2017-580,Australian Open,Hard,128,G,O,20170116,7,BF55,,,Yuki Bhambri,R,185,IND,24.537,378,115,KE64,7,,Stefan Kozlov,R,183,USA,18.957,120,488,6-1 6-4,3,Q1,71,0,3,52,33,24,8,8,2,4,1,3,64,47,24,5,9,8,14
2017-580,Australian Open,Hard,128,G,O,20170116,8,Z246,,,Miljan Zekic,R,185,SRB,28.515,203,271,B896,8,,Benjamin Becker,R,178,GER,35.587,119,489,6-4 5-7 10-8,3,Q1,170,12,3,128,85,51,21,20,5,12,5,9,131,76,51,21,20,10,18
2017-580,Australian Open,Hard,128,G,O,20170116,9,G602,,,Andre Ghem,R,193,BRA,34.637,218,243,SG64,9,,Joao Souza,R,193,BRA,28.641,122,483,6-2 5-7 8-6,3,Q1,137,7,2,99,71,53,16,17,3,5,8,2,102,62,44,22,17,4,8
2017-580,Australian Open,Hard,128,G,O,20170116,10,L797,,,Lukas Lacko,R,188,SVK,29.205,121,486,J400,,,Jeremy Jahn,R,178,GER,26.784,213,262,6-2 6-3,3,Q1,66,6,0,46,29,21,10,8,2,3,1,4,71,43,24,12,9,8,13
2017-580,Australian Open,Hard,128,G,O,20170116,11,D864,11,,Evgeny Donskoy,R,185,RUS,26.691,125,475,PG20,,,Dmitry Popko,R,191,KAZ,20.23,219,243,3-6 6-1 9-7,3,Q1,127,9,5,101,65,56,12,16,6,8,10,1,113,71,50,18,16,11,15
2017-580,Australian Open,Hard,128,G,O,20170116,12,SK67,,,Jan Satral,R,185,CZE,26.483,164,354,G983,12,,Alessandro Giannessi,L,185,ITA,26.634,123,479,7-6(6) 7-6(4),3,Q1,108,7,4,79,40,29,19,12,2,5,6,5,82,51,37,9,12,2,5
2017-580,Australian Open,Hard,128,G,O,20170116,13,DA81,13,,Taro Daniel,R,191,JPN,23.97,124,476,SF41,,,Aldin Setkic,R,191,BIH,29.073,257,200,7-5 6-4,3,Q1,100,4,2,76,49,29,15,11,9,13,2,2,64,37,19,14,11,4,10
2017-580,Australian Open,Hard,128,G,O,20170116,14,K839,14,,Tobias Kamke,R,178,GER,30.658,126,475,N674,,,Dennis Novikov,R,193,USA,23.195,169,343,7-6(5) 6-4,3,Q1,91,6,5,75,43,37,16,11,4,4,7,3,84,47,35,17,11,5,6
2017-580,Australian Open,Hard,128,G,O,20170116,15,BI81,,,Alex Bolt,L,183,AUS,24.03,632,46,CA99,15,,Marius Copil,R,191,ROU,26.251,127,472,6-7(2) 6-4 6-4,3,Q1,133,10,4,99,61,49,23,16,3,3,15,10,117,56,44,31,16,9,11
2017-580,Australian Open,Hard,128,G,O,20170116,16,KC12,,,Mitchell Krueger,R,188,USA,23.012,217,244,C582,16,,Marco Chiudinelli,R,185,SUI,35.351,128,471,1-6 6-4 6-3,3,Q1,115,11,1,76,54,36,12,13,6,9,4,2,87,50,33,20,13,5,8
2017-580,Australian Open,Hard,128,G,O,20170116,17,BK92,,,Alexander Bublik,R,196,KAZ,19.584,207,268,D981,17,,Arthur De Greef,R,183,BEL,24.808,142,421,5-7 6-3 8-6,3,Q1,118,10,6,105,61,45,24,18,3,6,2,5,117,68,44,25,17,11,15
2017-580,Australian Open,Hard,128,G,O,20170116,18,KB09,18,,Denis Kudla,R,180,USA,24.416,129,466,SM09,,,Luke Saville,R,188,AUS,23.039,252,206,6-4 7-5,3,Q1,91,3,1,70,43,32,15,11,4,5,7,4,72,43,24,16,11,4,7
2017-580,Australian Open,Hard,128,G,O,20170116,19,I236,,,Uladzimir Ignatik,R,183,BLR,26.511,192,295,PD07,19,,Vasek Pospisil,R,193,CAN,26.568,135,448,3-6 6-3 6-4,3,Q1,111,11,2,98,65,47,14,14,8,10,13,4,79,47,39,13,14,4,7
2017-580,Australian Open,Hard,128,G,O,20170116,20,R548,20,,Rajeev Ram,R,193,USA,32.832,130,461,I305,,,Ilya Ivashka,R,193,BLR,22.894,177,323,6-4 6-4,3,Q1,86,1,2,76,45,32,16,10,6,7,8,2,62,38,25,12,10,0,3
2017-580,Australian Open,Hard,128,G,O,20170116,21,E873,,,Ernesto Escobedo,R,185,MEX,20.537,131,455,MN13,,,Maximilian Marterer,L,188,GER,21.591,171,335,7-6(5) 7-5,3,Q1,93,4,0,69,47,36,16,12,0,1,7,2,101,74,51,13,12,5,7
2017-580,Australian Open,Hard,128,G,O,20170116,22,PB22,,,Peter Polansky,R,183,CAN,28.589,132,454,LC11,,,Tristan Lamasine,R,183,FRA,23.869,214,259,6-2 6-4,3,Q1,66,4,0,45,28,22,13,9,0,1,2,1,63,37,21,14,9,6,10
2017-580,Australian Open,Hard,128,G,O,20170116,23,SL07,,,Alexander Sarkissian,R,191,USA,26.79,230,228,L949,23,,Henri Laaksonen,R,185,SUI,24.797,133,452,6-4 6-1,3,Q1,62,8,0,50,30,25,11,8,2,2,3,4,53,31,20,10,9,5,9
2017-580,Australian Open,Hard,128,G,O,20170116,24,DB63,,,Laslo Djere,R,188,SRB,21.626,185,309,MF35,24,,Andrej Martin,R,183,SVK,27.324,134,451,6-0 6-2,3,Q1,55,2,0,44,27,21,10,7,2,2,0,0,45,22,12,9,7,4,9
2017-580,Australian Open,Hard,128,G,O,20170116,25,SF62,25,,Tim Smyczek,R,175,USA,29.049,136,447,SH91,,,Jordi Samper-Montana,R,,ESP,26.784,212,262,6-3 6-3,3,Q1,71,8,1,50,33,23,13,9,0,1,2,2,57,28,18,12,9,4,8
2017-580,Australian Open,Hard,128,G,O,20170116,26,B747,26,,Julien Benneteau,R,185,FRA,35.075,137,441,MM66,,,Nikola Milojevic,R,188,SRB,21.58,202,272,6-3 6-3,3,Q1,71,5,1,44,23,17,15,9,0,1,4,5,61,31,20,12,9,2,6
2017-580,Australian Open,Hard,128,G,O,20170116,27,D750,,,Kenny De Schepper,L,203,FRA,29.637,154,380,GB93,27,,Norbert Gombos,R,193,SVK,26.428,138,441,6-4 5-7 9-7,3,Q1,146,16,3,116,78,55,20,19,7,11,6,7,109,69,45,23,19,2,7
2017-580,Australian Open,Hard,128,G,O,20170116,28,RH16,,,Casper Ruud,R,183,NOR,18.07,226,231,G681,28,,Teymuraz Gabashvili,R,185,GEO,31.652,168,344,6-4 6-4,3,Q1,78,5,1,64,43,27,10,10,1,4,3,5,59,36,24,6,10,3,8
2017-580,Australian Open,Hard,128,G,O,20170116,29,SC47,,,Go Soeda,R,178,JPN,32.364,139,431,BE54,,,Ruben Bemelmans,L,183,BEL,29.008,159,365,7-6(10) 6-3,3,Q1,86,2,2,66,42,27,16,10,2,5,7,2,76,46,34,12,11,4,9
2017-580,Australian Open,Hard,128,G,O,20170116,30,ME31,30,,Vincent Millot,L,173,FRA,30.962,140,428,BH76,,,Riccardo Bellotti,R,,ITA,25.451,228,231,6-3 6-1,3,Q1,63,1,5,51,27,21,11,8,5,6,1,3,58,35,13,13,8,9,14
2017-580,Australian Open,Hard,128,G,O,20170116,31,F586,,,Thomas Fabbiano,R,173,ITA,27.644,141,427,KA98,,,Bradley Klahn,L,183,USA,26.409,854,18,6-4 6-7(3) 6-3,3,Q1,130,4,5,95,54,44,22,16,2,3,13,3,102,56,43,20,15,2,5
2017-580,Australian Open,Hard,128,G,O,20170116,32,CF59,32,,Roberto Carballes Baena,R,183,ESP,23.819,143,419,ME05,,,Marinko Matosevic,R,193,AUS,31.441,222,238,6-4 6-2,3,Q1,83,6,3,63,45,32,11,9,4,4,7,5,64,37,27,8,9,6,9
2017-580,Australian Open,Hard,128,G,O,20170116,33,A853,,,Marcelo Arevalo,R,191,ESA,26.251,187,306,J0A6,,,Scott Jones,R,170,AUS,19.006,,,6-2 6-2,3,Q1,56,2,0,34,18,16,16,8,0,0,1,2,58,32,17,11,8,3,7
2017-580,Australian Open,Hard,128,G,O,20170116,34,BC65,,,Matthias Bachinger,R,188,GER,29.793,469,83,SF76,,,Franko Skugor,R,196,CRO,29.325,221,238,7-6(6) 6-3,3,Q1,75,2,2,57,35,27,15,10,1,2,6,4,70,39,30,13,11,4,7
