tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2025-339,Brisbane,Hard,32,250,O,20241229,1,N732,,,Yoshihito Nishioka,L,170,JPN,29.257,69,776,BI81,,,Alex Bolt,L,183,AUS,31.981,157,377,6-2 7-6(4),3,Q1,99,6,0,59,36,29,16,10,2,2,9,3,89,51,33,19,10,10,12
2025-339,Brisbane,Hard,32,250,O,20241229,2,BM95,,,Benjamin Bonzi,R,183,FRA,28.556,75,730,M0OQ,,,James McCabe,R,188,AUS,21.487,256,216,6-3 6-2,3,Q1,71,2,1,50,28,23,14,9,0,0,2,0,48,30,20,6,8,4,7
2025-339,Brisbane,Hard,32,250,O,20241229,3,L987,,,Dusan Lajovic,R,183,SRB,34.5,81,710,H0EQ,,,Casey Hoole,R,180,AUS,21.834,1250,6,5-7 7-5 2-0 RET,3,Q1,120,5,2,66,48,37,11,13,3,5,8,5,89,63,43,12,15,8,10
2025-339,Brisbane,Hard,32,250,O,20241229,4,S0N0,,,Tristan Schoolkate,R,183,AUS,23.838,168,345,D994,4,,James Duckworth,R,183,AUS,32.939,82,687,6-4 6-4,3,Q1,82,14,1,58,42,33,9,10,0,0,5,3,56,35,25,12,10,2,4
2025-339,Brisbane,Hard,32,250,O,20241229,5,H997,,,Yannick Hanfmann,R,193,GER,33.128,96,627,B0OT,,,Jacob Bradshaw,R,188,AUS,22.185,545,68,6-4 6-2,3,Q1,79,1,0,50,29,21,16,9,1,1,2,3,58,36,20,13,9,2,5
2025-339,Brisbane,Hard,32,250,O,20241229,6,PF39,6,,Lucas Pouille,R,185,FRA,30.847,101,616,KB95,,,Jason Kubler,R,178,AUS,31.614,638,49,4-6 6-3 7-6(6),3,Q1,150,16,3,100,54,40,28,16,1,2,14,3,103,64,50,20,15,2,3
2025-339,Brisbane,Hard,32,250,O,20241229,7,K926,,,Mikhail Kukushkin,R,183,KAZ,37.01,113,542,CC66,,,Andrea Collarini,L,183,ARG,32.912,204,280,6-2 6-4,3,Q1,95,3,0,60,41,30,10,9,6,7,2,3,58,35,23,10,9,6,10
2025-339,Brisbane,Hard,32,250,O,20241229,8,A0AB,,,Adrian Andreev,R,175,BUL,23.633,217,261,T0AP,8,,Chun-Hsin Tseng,R,175,TPE,23.392,119,509,6-4 3-6 7-6(5),3,Q1,173,10,0,106,77,55,15,15,6,8,5,5,108,55,42,32,16,4,6
2025-339,Brisbane,Hard,32,250,O,20241229,9,G628,9,,Richard Gasquet,R,183,FRA,38.533,129,470,P0KJ,,,Derek Pham,R,180,AUS,20.747,996,14,6-1 6-2,3,Q1,58,3,2,35,19,18,7,7,0,1,2,3,44,22,15,2,8,3,9
2025-339,Brisbane,Hard,32,250,O,20241229,10,TC01,,,Li Tu,R,183,AUS,28.591,174,329,KI63,10,,Lukas Klein,R,193,SVK,26.773,136,443,6-4 6-4,3,Q1,78,6,2,71,42,30,17,10,4,4,3,2,54,35,26,9,10,1,3
