tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2020-451,Doha,Hard,28,250,O,20200106,12,MW02,,,Corentin Moutet,L,180,FRA,20.717,81,638,P09Z,,,Alexei Popyrin,R,196,AUS,20.422,94,585,6-2 6-4,3,Q2,73,0,2,58,35,22,14,9,2,4,0,3,50,30,15,8,9,1,6
2020-8998,Adelaide,Hard,28,250,O,20200112,1,D874,,,Federico Delbonis,L,193,ARG,29.27,74,709,W0C4,,,Edward Winter,R,178,AUS,15.324,,,6-0 6-2,3,Q1,62,1,1,36,23,18,9,7,1,2,1,1,51,25,11,8,7,7,13
2020-8998,Adelaide,Hard,28,250,O,20200112,2,J551,3,,Nicolas Jarry,R,201,CHI,24.255,77,675,SJ55,,,John-Patrick Smith,L,188,AUS,30.965,301,130,6-3 6-3,3,Q1,64,3,2,51,31,26,12,9,2,2,2,1,49,31,18,12,9,1,4
2020-8998,Adelaide,Hard,28,250,O,20200112,3,BK24,,,Gregoire Barrere,R,183,FRA,25.903,83,636,HB29,,,Andrew Harris,R,183,AUS,25.851,160,318,6-1 6-3,3,Q1,60,3,1,45,25,20,13,8,0,0,1,1,50,30,17,7,8,5,9
2020-8998,Adelaide,Hard,28,250,O,20200112,4,MU94,,,Jaume Munar,R,183,ESP,22.689,89,603,FA50,,,Thomas Fancutt,R,188,AUS,24.879,519,53,6-3 6-3,3,Q1,81,4,3,51,27,22,10,9,2,4,4,7,69,36,22,13,9,6,11
2020-8998,Adelaide,Hard,28,250,O,20200112,5,PL56,,,Tommy Paul,R,185,USA,22.656,90,600,RH69,,,Matthew Romios,R,185,AUS,20.791,587,40,6-2 6-2,3,Q1,54,1,2,40,26,22,8,8,0,1,2,2,56,33,16,11,8,2,7
2020-8998,Adelaide,Hard,28,250,O,20200112,6,CE25,,,Salvatore Caruso,R,185,ITA,27.075,93,586,PG94,,,Marc Polmans,R,188,AUS,22.697,133,411,4-6 7-5 6-3,3,Q1,127,2,2,91,60,46,16,16,0,2,7,1,80,58,43,9,15,0,3
2020-8998,Adelaide,Hard,28,250,O,20200112,7,HG86,,,Lloyd Harris,R,193,RSA,22.88,99,569,HH15,,,Mikalai Haliak,R,183,BLR,21.413,997,10,6-0 6-3,3,Q1,43,16,1,42,31,27,6,8,0,0,0,3,39,27,10,7,7,2,6
2020-8998,Adelaide,Hard,28,250,O,20200112,8,R612,,,Stephane Robert,R,185,FRA,39.655,705,26,MN44,,,Bradley Mousley,R,188,AUS,24.025,642,32,6-4 6-0,3,Q1,58,4,3,56,37,26,10,8,4,5,3,7,59,30,18,9,8,4,9
2020-8998,Adelaide,Hard,28,250,O,20200112,9,D874,,,Federico Delbonis,L,193,ARG,29.27,74,709,CE25,,,Salvatore Caruso,R,185,ITA,27.075,93,586,7-6(4) 7-6(7),3,Q2,146,2,3,87,51,35,20,12,5,8,4,2,105,66,41,20,12,5,8
2020-8998,Adelaide,Hard,28,250,O,20200112,10,PL56,,,Tommy Paul,R,185,USA,22.656,90,600,J551,3,,Nicolas Jarry,R,201,CHI,24.255,77,675,6-3 6-2,3,Q2,60,13,0,51,32,25,14,9,2,2,5,2,54,40,26,5,8,3,6
2020-8998,Adelaide,Hard,28,250,O,20200112,11,BK24,,,Gregoire Barrere,R,183,FRA,25.903,83,636,MU94,,,Jaume Munar,R,183,ESP,22.689,89,603,6-7(5) 6-4 6-4,3,Q2,166,6,2,128,81,53,24,16,15,18,6,4,125,80,49,21,16,8,13
2020-8998,Adelaide,Hard,28,250,O,20200112,12,HG86,,,Lloyd Harris,R,193,RSA,22.88,99,569,R612,,,Stephane Robert,R,185,FRA,39.655,705,26,7-5 6-4,3,Q2,75,12,2,51,32,26,11,11,1,3,6,2,82,43,25,23,11,5,9
2020-301,Auckland,Hard,28,250,O,20200113,1,MP01,,,Michael Mmoh,R,188,USA,22.007,227,207,DA31,1,,Hugo Dellien,R,180,BOL,26.576,72,743,6-0 6-1,3,Q1,43,2,2,35,27,23,5,7,0,0,0,1,36,24,10,3,6,3,8
2020-301,Auckland,Hard,28,250,O,20200113,2,Y268,,,Mikael Ymer,R,185,SWE,21.344,77,685,D499,,,Frank Dancevic,R,185,CAN,35.296,,,7-5 7-6(4),3,Q1,97,2,4,83,51,43,14,12,3,3,9,2,78,45,32,20,12,2,3
2020-301,Auckland,Hard,28,250,O,20200113,3,MJ08,,,Thiago Monteiro,L,183,BRA,25.621,86,616,R0DC,,,Ajeet Rai,R,188,NZL,20.986,989,10,6-4 6-2,3,Q1,69,4,0,45,31,24,12,9,0,0,3,3,63,35,25,11,9,4,7
2020-301,Auckland,Hard,28,250,O,20200113,4,MD56,,,Leonardo Mayer,R,191,ARG,32.665,100,558,PL36,,,Rhett Purcell,R,191,NZL,23.934,901,13,7-5 4-6 6-1,3,Q1,114,5,3,80,51,37,19,15,2,5,3,4,77,45,30,16,14,3,8
2020-301,Auckland,Hard,28,250,O,20200113,5,I230,7,,Tatsuma Ito,R,180,JPN,31.655,144,362,SL92,,,Shuichi Sekiguchi,R,168,JPN,28.498,261,171,6-3 4-6 6-4,3,Q1,125,6,3,94,72,48,11,15,6,9,6,2,90,58,37,15,14,5,9
2020-301,Auckland,Hard,28,250,O,20200113,6,PD07,,,Vasek Pospisil,R,193,CAN,29.558,146,360,P0ED,,,Kiranpal Pannu,R,185,NZL,23.014,1250,4,6-2 6-4,3,Q1,62,14,4,47,29,26,12,9,2,2,2,5,56,32,24,10,9,5,8
2020-301,Auckland,Hard,28,250,O,20200113,7,Y268,,,Mikael Ymer,R,185,SWE,21.344,77,685,MK66,6,,Mackenzie McDonald,R,178,USA,24.745,132,413,6-4 6-3,3,Q2,74,2,0,61,50,33,8,10,5,6,3,2,49,32,18,11,9,1,4
2020-301,Auckland,Hard,28,250,O,20200113,8,MJ08,,,Thiago Monteiro,L,183,BRA,25.621,86,616,MD56,,,Leonardo Mayer,R,191,ARG,32.665,100,558,7-6(3) 4-6 6-1,3,Q2,124,8,2,90,64,53,13,15,1,3,5,4,84,49,39,13,14,1,4
2020-301,Auckland,Hard,28,250,O,20200113,9,MP01,,,Michael Mmoh,R,188,USA,22.007,227,207,I230,7,,Tatsuma Ito,R,180,JPN,31.655,144,362,6-2 6-2,3,Q2,70,9,2,61,43,26,14,8,9,10,1,1,44,28,13,5,8,1,6
2020-301,Auckland,Hard,28,250,O,20200113,10,PD07,,,Vasek Pospisil,R,193,CAN,29.558,146,360,R0DG,,,Holger Rune,R,188,DEN,16.709,1019,9,7-5 6-1,3,Q2,67,7,0,48,33,28,7,9,2,4,0,2,54,34,14,12,10,3,9
2020-580,Australian Open,Hard,128,G,O,20200120,1,DB59,,,Dennis Novak,R,183,AUT,26.396,99,574,BA65,,,Dustin Brown,R,196,JAM,35.116,202,238,6-3 6-2,3,Q1,57,3,1,41,30,23,8,8,1,2,2,7,56,30,19,7,9,3,8
2020-580,Australian Open,Hard,128,G,O,20200120,2,H0BH,,,Rinky Hijikata,R,178,AUS,18.905,736,23,L949,2,,Henri Laaksonen,R,185,SUI,27.806,102,550,7-6(0) 7-6(3),3,Q1,94,2,1,75,51,39,16,12,0,1,9,2,79,40,27,24,12,3,4
2020-580,Australian Open,Hard,128,G,O,20200120,3,SP24,3,,Brayden Schnur,R,193,CAN,24.548,103,534,O513,,,Sebastian Ofner,R,191,AUT,23.691,157,333,2-6 6-3 6-4,3,Q1,122,7,4,83,55,42,14,14,2,4,6,2,79,43,32,20,13,6,8
2020-580,Australian Open,Hard,128,G,O,20200120,4,RH24,4,,Emil Ruusuvuori,R,188,FIN,20.802,104,534,MJ98,,,Facundo Mena,R,183,ARG,27.326,203,237,7-5 6-2,3,Q1,71,2,0,47,33,29,11,10,0,0,6,6,70,37,22,17,10,4,7
2020-580,Australian Open,Hard,128,G,O,20200120,5,MF35,5,,Andrej Martin,R,183,SVK,30.333,105,528,V717,,,Alexey Vatutin,R,178,RUS,27.231,206,233,6-3 6-2,3,Q1,67,6,2,56,35,27,13,9,4,4,0,0,53,39,25,5,8,7,10
2020-580,Australian Open,Hard,128,G,O,20200120,6,D864,,,Evgeny Donskoy,R,185,RUS,29.7,106,522,MN70,,,Joao Menezes,R,185,BRA,23.091,186,268,6-7(3) 6-1 7-6(8),3,Q1,162,3,4,136,69,45,34,16,5,9,7,0,113,81,48,15,15,6,12
2020-580,Australian Open,Hard,128,G,O,20200120,7,KB09,7,,Denis Kudla,R,180,USA,27.425,108,516,TA46,,,Bernard Tomic,R,196,AUS,27.247,182,273,7-6(4) 6-3,3,Q1,68,9,1,58,36,33,17,11,0,0,10,1,65,40,30,14,10,3,4
2020-580,Australian Open,Hard,128,G,O,20200120,8,MM66,,,Nikola Milojevic,R,188,SRB,24.589,156,334,DA81,8,,Taro Daniel,R,191,JPN,26.979,110,501,7-5 6-4,3,Q1,99,7,1,62,41,32,14,11,2,2,7,2,74,47,33,15,11,5,7
2020-580,Australian Open,Hard,128,G,O,20200120,9,TA29,,,Marco Trungelliti,R,178,ARG,29.969,201,238,SC47,9,,Go Soeda,R,178,JPN,35.373,111,501,6-4 6-4,3,Q1,82,2,1,61,30,21,17,10,2,4,2,0,58,36,20,12,10,2,6
2020-580,Australian Open,Hard,128,G,O,20200120,10,GB93,,,Norbert Gombos,R,193,SVK,29.437,113,498,FA43,,,Juan Pablo Ficovich,R,188,ARG,22.987,234,200,6-4 6-1,3,Q1,62,3,3,49,30,25,10,9,0,1,2,4,49,28,18,6,8,3,7
2020-580,Australian Open,Hard,128,G,O,20200120,11,V832,,,Aleksandar Vukic,R,188,AUS,23.789,271,155,F586,11,,Thomas Fabbiano,R,173,ITA,30.653,114,484,7-6(2) 6-4,3,Q1,89,15,0,69,41,34,19,11,5,5,0,0,70,42,29,19,11,5,6
2020-580,Australian Open,Hard,128,G,O,20200120,12,L503,12,,Paolo Lorenzi,R,183,ITA,38.097,116,480,MB53,,,Adrian Menendez-Maceiras,R,183,ESP,34.229,219,216,6-3 6-3,3,Q1,95,2,2,58,35,26,13,9,1,1,4,1,57,38,27,7,9,3,6
2020-580,Australian Open,Hard,128,G,O,20200120,13,ML57,13,,Gianluca Mager,R,188,ITA,25.136,117,473,E690,,,Matthew Ebden,R,188,AUS,32.151,239,195,7-5 6-4,3,Q1,87,9,1,76,49,38,13,11,2,2,5,4,64,45,34,9,11,6,8
2020-580,Australian Open,Hard,128,G,O,20200120,14,J620,,,Maxime Janvier,R,196,FRA,23.255,200,240,HA71,14,,Antoine Hoang,R,183,FRA,24.211,118,470,7-6(4) 6-7(5) 6-1,3,Q1,143,4,3,110,72,50,22,16,7,10,1,7,111,75,48,18,15,6,11
2020-580,Australian Open,Hard,128,G,O,20200120,15,CE77,15,,Federico Coria,R,180,ARG,27.866,119,465,RB56,,,Ramkumar Ramanathan,R,188,IND,25.199,184,273,4-6 6-4 6-1,3,Q1,119,3,3,83,53,39,16,13,5,7,9,4,91,57,41,12,14,7,12
2020-580,Australian Open,Hard,128,G,O,20200120,16,G967,,,Peter Gojowczyk,R,188,GER,30.516,120,463,SX91,,,Thiago Seyboth Wild,R,185,BRA,19.863,204,235,6-4 6-2,3,Q1,64,7,4,53,27,26,12,9,0,0,4,1,51,27,18,12,9,2,5
2020-580,Australian Open,Hard,128,G,O,20200120,17,GA94,,,Prajnesh Gunneswaran,L,188,IND,30.188,123,442,BJ05,,,Harry Bourchier,R,185,AUS,23.989,281,144,6-2 6-4,3,Q1,62,4,2,53,32,22,10,9,2,4,4,2,48,32,17,5,9,1,6
2020-580,Australian Open,Hard,128,G,O,20200120,18,MH16,18,,Yannick Maden,R,185,GER,30.229,125,429,MN13,,,Maximilian Marterer,L,188,GER,24.6,273,154,6-7(2) 7-6(2) 7-6(8),3,Q1,190,1,3,147,90,56,34,18,5,8,17,3,138,96,71,18,18,8,11
2020-580,Australian Open,Hard,128,G,O,20200120,19,J380,19,,Jason Jung,R,180,TPE,30.598,126,429,Y124,,,Donald Young,L,183,USA,30.494,256,177,6-4 6-7(8) 6-1,3,Q1,128,11,4,108,66,53,20,15,5,7,0,7,86,46,33,20,14,2,7
2020-580,Australian Open,Hard,128,G,O,20200120,20,SK47,,,Mohamed Safwat,R,180,EGY,29.336,173,291,N897,21,,Sumit Nagal,R,178,IND,22.428,131,416,7-6(2) 6-2,3,Q1,88,3,4,67,41,29,12,10,5,8,1,2,60,40,22,8,10,3,8
2020-580,Australian Open,Hard,128,G,O,20200120,21,T840,,,Viktor Troicki,R,193,SRB,33.941,159,325,KA98,22,,Bradley Klahn,L,183,USA,29.418,132,413,6-4 6-2,3,Q1,71,3,0,46,33,29,8,9,0,0,3,6,65,34,22,15,9,5,8
2020-580,Australian Open,Hard,128,G,O,20200120,22,D916,23,,Steven Diez,R,175,CAN,28.846,134,411,KC86,,,Darian King,R,188,BAR,27.734,189,262,6-2 6-2,3,Q1,79,2,1,51,30,22,13,8,2,3,3,0,51,34,17,7,8,6,11
2020-580,Australian Open,Hard,128,G,O,20200120,23,BF23,24,,Facundo Bagnis,L,183,ARG,29.895,135,405,N679,,,Stefano Napolitano,R,196,ITA,24.778,222,214,6-3 6-4,3,Q1,79,8,0,55,41,31,8,10,2,3,3,4,60,30,23,11,9,2,5
2020-580,Australian Open,Hard,128,G,O,20200120,24,PG20,,,Dmitry Popko,R,191,KAZ,23.239,183,273,Z371,25,,Zhizhen Zhang,R,193,CHN,23.261,137,393,7-6(7) 7-6(5),3,Q1,105,2,2,76,50,38,10,12,3,6,1,2,90,57,42,11,12,7,10
2020-580,Australian Open,Hard,128,G,O,20200120,25,KC04,,,Jozef Kovalik,R,183,SVK,27.209,139,379,K839,,,Tobias Kamke,R,178,GER,33.667,247,188,6-1 7-6(4),3,Q1,90,7,2,63,41,33,10,10,0,1,1,2,61,33,24,12,9,4,7
2020-580,Australian Open,Hard,128,G,O,20200120,26,MM79,,,Blake Mott,R,180,AUS,23.748,507,54,S483,27,,Pedro Sousa,R,180,POR,31.65,141,376,6-3 6-4,3,Q1,71,4,1,64,46,33,12,10,2,2,4,2,59,34,26,10,9,3,5
2020-580,Australian Open,Hard,128,G,O,20200120,27,L733,,,Zhe Li,R,183,CHN,33.333,205,234,SC56,28,,Dudi Sela,R,175,ISR,34.795,142,373,7-6(2) 5-3 RET,3,Q1,106,6,1,63,47,33,11,10,2,4,2,1,91,59,35,16,10,13,16
2020-580,Australian Open,Hard,128,G,O,20200120,28,V836,29,,Juan Pablo Varillas,R,185,PER,24.29,143,372,S0N0,,,Tristan Schoolkate,R,183,AUS,18.897,863,14,2-6 7-5 7-5,3,Q1,137,6,7,100,53,37,19,16,11,17,10,8,90,47,34,18,16,4,10
2020-580,Australian Open,Hard,128,G,O,20200120,29,KD70,,,Pedja Krstin,R,183,SRB,25.38,243,193,K966,30,,Martin Klizan,L,191,SVK,30.527,144,370,6-3 6-2,3,Q1,81,9,2,49,29,22,14,9,3,4,6,4,65,29,17,16,8,6,10
2020-580,Australian Open,Hard,128,G,O,20200120,30,SC77,,,Sergiy Stakhovsky,R,193,UKR,34.037,153,344,RA51,31,,Blaz Rola,L,193,SLO,29.292,145,370,7-6(3) 6-4,3,Q1,99,8,1,61,35,33,17,11,1,1,3,0,77,46,35,16,11,4,5
2020-580,Australian Open,Hard,128,G,O,20200120,31,LE01,,,Duckhee Lee,R,170,KOR,21.645,235,199,G983,32,,Alessandro Giannessi,L,185,ITA,29.643,147,361,2-6 7-5 7-6(7),3,Q1,184,4,10,121,69,44,28,16,7,12,8,4,105,66,45,23,16,7,11
2020-580,Australian Open,Hard,128,G,O,20200120,32,BC65,,,Matthias Bachinger,R,188,GER,32.802,212,223,KB95,,,Jason Kubler,R,178,AUS,26.672,260,172,7-5 7-5,3,Q1,110,17,2,78,51,38,12,12,6,7,4,6,86,60,35,15,12,3,6
2020-580,Australian Open,Hard,128,G,O,20200120,33,BT68,,,Elliot Benchetrit,R,193,MAR,21.3,230,205,D632,,,Steve Darcis,R,175,BEL,35.855,176,287,7-5 7-5,3,Q1,99,7,0,66,44,32,13,12,4,6,2,1,73,44,29,13,12,6,10
2020-580,Australian Open,Hard,128,G,O,20200120,34,BK19,,,Mathias Bourgue,R,188,FRA,26.004,242,193,O449,,,Oscar Otte,R,193,GER,26.513,163,314,5-7 6-1 6-1,3,Q1,90,12,1,68,45,40,12,13,4,5,3,1,82,42,25,21,13,7,12
2020-580,Australian Open,Hard,128,G,O,20200120,35,CA99,,,Marius Copil,R,191,ROU,29.259,152,344,W857,,,Tung-Lin Wu,R,188,TPE,21.692,231,205,3-6 7-6(1) 7-6(8),3,Q1,139,11,5,125,83,56,23,16,5,7,8,2,106,76,55,18,17,5,6
2020-580,Australian Open,Hard,128,G,O,20200120,36,CG33,,,Kimmer Coppejans,R,178,BEL,25.949,158,328,GB53,,,Federico Gaio,R,178,ITA,27.877,151,347,7-6(4) 6-0,3,Q1,85,5,2,60,44,33,8,9,6,7,3,3,63,40,21,10,9,3,7
2020-580,Australian Open,Hard,128,G,O,20200120,37,CG94,,,Enzo Couacaud,R,183,FRA,24.89,196,251,PE02,,,Danilo Petrovic,R,203,SRB,27.989,166,306,4-6 7-6(5) 6-2,3,Q1,113,6,4,91,60,43,15,15,5,8,9,7,99,60,39,19,15,2,6
2020-580,Australian Open,Hard,128,G,O,20200120,38,D985,,,Joao Domingues,R,,POR,26.292,171,294,MJ71,,,Mats Moraing,L,198,GER,27.584,221,215,7-6(5) 6-3,3,Q1,91,4,0,61,38,30,16,11,1,2,6,5,82,42,30,19,10,8,10
2020-580,Australian Open,Hard,128,G,O,20200120,39,E873,,,Ernesto Escobedo,R,185,MEX,23.546,223,213,KC12,,,Mitchell Krueger,R,188,USA,26.021,164,309,2-6 7-6(8) 7-6(7),3,Q1,137,12,8,104,61,39,24,16,4,8,17,0,101,65,49,18,16,3,5
2020-580,Australian Open,Hard,128,G,O,20200120,40,E865,,,Christopher Eubanks,R,201,USA,23.71,220,215,KD35,,,Thai-Son Kwiatkowski,R,188,USA,24.934,270,156,6-3 7-6(8),3,Q1,87,12,4,75,54,41,12,11,2,3,8,5,77,41,29,17,10,2,4
2020-580,Australian Open,Hard,128,G,O,20200120,41,SN54,,,Frederico Ferreira Silva,L,178,POR,24.843,197,250,N652,,,JiSung Nam,R,183,KOR,26.431,244,192,2-6 6-4 6-4,3,Q1,153,6,6,93,51,31,17,14,7,13,4,5,106,58,36,18,14,15,21
2020-580,Australian Open,Hard,128,G,O,20200120,42,GE33,,,Daniel Elahi Galan,R,191,COL,23.589,185,269,BM03,,,Filippo Baldi,R,180,ITA,24.027,237,198,6-1 6-2,3,Q1,58,9,1,46,33,27,7,8,1,1,3,1,52,30,17,9,7,5,9
2020-580,Australian Open,Hard,128,G,O,20200120,43,GB61,,,Viktor Galovic,R,193,CRO,29.336,248,187,GA36,,,Emilio Gomez,R,185,ECU,28.145,148,359,7-6(5) 2-6 6-3,3,Q1,116,2,5,86,54,41,19,14,2,4,6,2,87,52,39,23,15,5,7
2020-580,Australian Open,Hard,128,G,O,20200120,44,GA79,,,Lorenzo Giustino,R,180,ITA,28.361,150,347,BE69,,,Yan Bai,R,185,CHN,30.667,218,217,6-3 7-5,3,Q1,90,1,2,79,47,31,22,11,9,9,4,1,56,34,28,10,10,1,3
2020-580,Australian Open,Hard,128,G,O,20200120,45,GJ37,,,Tallon Griekspoor,R,188,NED,23.551,175,288,G476,,,Guillermo Garcia-Lopez,R,185,ESP,36.63,160,319,6-3 6-2,3,Q1,69,7,1,50,34,29,9,9,0,0,3,5,60,32,18,15,8,8,11
2020-580,Australian Open,Hard,128,G,O,20200120,46,G858,,,Ernests Gulbis,R,191,LAT,31.389,255,179,C0BC,,,Maxime Cressy,R,201,USA,22.702,188,263,6-3 6-3,3,Q1,65,2,1,44,34,29,7,9,0,0,9,3,51,27,21,10,9,3,6
2020-580,Australian Open,Hard,128,G,O,20200120,47,HB64,,,Quentin Halys,R,191,FRA,23.233,214,222,SQ80,,,Akira Santillan,R,180,AUS,22.664,251,182,6-3 7-6(4),3,Q1,91,14,4,69,42,34,16,11,2,3,4,2,67,41,30,14,10,2,4
2020-580,Australian Open,Hard,128,G,O,20200120,48,H997,,,Yannick Hanfmann,R,193,GER,28.186,167,302,TE16,,,Carlos Taberner,R,183,ESP,22.45,187,264,7-6(8) 6-1,3,Q1,107,8,5,70,41,33,14,9,1,2,5,8,95,52,37,13,10,5,9
2020-580,Australian Open,Hard,128,G,O,20200120,49,HA28,,,Filip Horansky,R,191,SVK,27.034,169,299,O340,,,Roberto Ortega-Olmedo,R,168,ESP,28.726,241,195,4-6 7-5 6-4,3,Q1,137,1,5,127,84,52,18,16,8,13,0,4,95,55,35,20,16,2,8
2020-580,Australian Open,Hard,128,G,O,20200120,50,I305,,,Ilya Ivashka,R,193,BLR,25.903,149,354,BI23,,,Liam Broady,L,183,GBR,26.042,236,198,6-3 6-0,3,Q1,73,2,1,47,38,29,5,7,3,3,0,2,58,36,17,9,8,2,7
2020-580,Australian Open,Hard,128,G,O,20200120,51,K834,,,Blaz Kavcic,R,188,SLO,32.879,308,129,CI14,,,Jay Clarke,R,183,GBR,21.484,155,335,7-6(2) 3-6 6-2,3,Q1,162,13,3,99,57,42,19,14,8,12,11,5,118,64,44,20,15,6,11
2020-580,Australian Open,Hard,128,G,O,20200120,52,LB66,,,Constant Lestienne,R,180,FRA,27.661,224,213,V812,,,Botic van de Zandschulp,R,191,NED,24.296,192,257,6-3 1-6 7-5,3,Q1,114,1,3,86,62,45,8,14,4,7,3,3,82,54,39,13,14,5,8
2020-580,Australian Open,Hard,128,G,O,20200120,53,MJ01,,,Roberto Marcora,R,193,ITA,30.39,172,294,L797,,,Lukas Lacko,R,188,SVK,32.214,178,280,6-3 6-2,3,Q1,67,10,3,55,39,30,9,9,2,2,2,2,55,34,22,8,8,2,5
2020-580,Australian Open,Hard,128,G,O,20200120,54,MO44,,,Pedro Martinez,R,185,ESP,22.735,168,300,LB51,,,Julian Lenz,R,188,GER,26.921,238,196,6-0 6-1,3,Q1,44,3,0,30,23,21,7,7,0,0,2,4,38,21,11,3,6,1,6
2020-580,Australian Open,Hard,128,G,O,20200120,55,MI01,,,Hiroki Moriya,R,168,JPN,29.262,211,225,RC96,,,Noah Rubin,R,175,USA,23.912,252,181,7-6(3) 7-5,3,Q1,94,2,3,68,37,26,19,12,3,6,7,3,72,50,35,8,12,2,6
2020-580,Australian Open,Hard,128,G,O,20200120,56,MP20,,,Alexandre Muller,R,183,FRA,22.965,228,207,PB22,,,Peter Polansky,R,183,CAN,31.598,179,279,6-1 6-2,3,Q1,54,3,2,44,27,22,8,8,0,1,1,4,39,21,11,5,7,1,6
2020-580,Australian Open,Hard,128,G,O,20200120,57,M0EJ,,,Lorenzo Musetti,R,185,ITA,17.884,363,107,W471,,,Amir Weintraub,R,185,ISR,33.344,,,6-2 6-1,3,Q1,43,4,0,45,30,21,12,7,2,2,0,0,38,27,12,4,8,3,8
2020-580,Australian Open,Hard,128,G,O,20200120,58,PH71,,,Max Purcell,R,185,AUS,21.799,215,221,CC66,,,Andrea Collarini,L,183,ARG,27.97,191,260,7-6(2) 6-7(4) 6-4,3,Q1,155,11,3,104,68,50,23,17,0,1,8,1,114,79,57,20,17,12,14
2020-580,Australian Open,Hard,128,G,O,20200120,59,R685,,,Lukas Rosol,R,193,CZE,34.491,177,285,LC11,,,Tristan Lamasine,R,183,FRA,26.877,213,223,6-4 6-3,3,Q1,80,7,1,56,36,30,11,10,3,4,3,3,68,38,22,15,9,5,8
