tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2023-580,Australian Open,Hard,128,G,O,20230116,3,H09P,,,Brandon Holt,R,185,USA,24.78,215,255,A829,3,,Radu Albot,R,175,MDA,33.18,100,553,5-7 6-3 6-4,3,Q1,152,12,0,101,66,42,20,15,9,13,6,4,100,62,34,22,16,5,11
2023-580,Australian Open,Hard,128,G,O,20230116,4,GA36,4,,Emilio Gomez,R,185,ECU,31.135,101,553,BI23,,,Liam Broady,L,183,GBR,29.032,158,367,6-3 6-7(4) 7-6(7),3,Q1,162,5,5,121,77,51,26,17,4,6,11,6,104,62,49,21,16,5,8
2023-580,Australian Open,Hard,128,G,O,20230116,5,V836,,,Juan Pablo Varillas,R,185,PER,27.28,103,546,MJ01,,,Roberto Marcora,R,193,ITA,33.38,685,35,3-6 6-3 7-6(5),3,Q1,145,8,2,111,58,46,28,15,5,6,6,2,91,59,43,20,15,4,5
2023-580,Australian Open,Hard,128,G,O,20230116,6,KB09,,,Denis Kudla,R,180,USA,30.415,108,522,J553,,,Omar Jasika,L,183,AUS,25.665,226,242,6-1 6-1,3,Q1,58,4,3,41,28,24,5,7,3,3,0,2,45,33,18,2,7,7,12
2023-580,Australian Open,Hard,128,G,O,20230116,7,G09O,7,,Hugo Gaston,L,173,FRA,22.305,104,535,GC89,,,Egor Gerasimov,R,196,BLR,30.179,392,116,6-1 6-1,3,Q1,53,6,3,38,16,13,14,7,0,1,2,0,44,25,12,4,7,3,9
2023-580,Australian Open,Hard,128,G,O,20230116,8,R0FS,,,Leandro Riedi,R,191,SUI,20.969,135,420,V942,8,,Tim van Rijthoven,R,188,NED,25.73,105,532,6-3 3-0 RET,3,Q1,44,3,3,36,23,20,6,6,0,0,4,2,44,27,18,4,6,2,5
2023-580,Australian Open,Hard,128,G,O,20230116,9,MP01,,,Michael Mmoh,R,188,USA,25.016,107,523,K0HN,,,Bruno Kuzuhara,R,175,USA,18.793,631,44,6-1 6-0,3,Q1,58,3,4,32,18,16,9,6,0,0,0,2,47,31,10,7,7,5,11
2023-580,Australian Open,Hard,128,G,O,20230116,10,SE73,,,Yuichi Sugita,R,175,JPN,34.327,913,14,GB93,10,,Norbert Gombos,R,193,SVK,32.427,109,516,6-4 6-1,3,Q1,69,3,1,57,37,31,8,9,1,2,2,2,51,32,20,5,8,2,6
2023-580,Australian Open,Hard,128,G,O,20230116,11,K09F,,,Pavel Kotov,R,191,RUS,24.162,117,483,O660,,,Genaro Alberto Olivieri,R,175,ARG,24.452,241,225,7-6(5) 6-2,3,Q1,98,4,2,65,47,37,10,10,3,3,0,2,65,44,29,13,10,2,4
2023-580,Australian Open,Hard,128,G,O,20230116,12,S0LA,12,,Dominic Stricker,L,183,SUI,20.419,118,479,SK94,,,Cedrik-Marcel Stebe,L,180,GER,32.271,221,246,6-3 6-4,3,Q1,79,5,2,55,35,27,8,9,6,8,1,4,67,43,28,5,10,1,6
2023-580,Australian Open,Hard,128,G,O,20230116,13,P0CT,13,,Francesco Passaro,R,180,ITA,22.023,120,473,R685,,,Lukas Rosol,R,193,CZE,37.481,214,256,6-3 3-6 6-3,3,Q1,105,8,3,99,60,38,22,14,1,4,2,3,75,41,28,18,13,4,8
2023-580,Australian Open,Hard,128,G,O,20230116,14,W09E,,,Adam Walton,R,183,AUS,23.751,434,99,A596,14,,Pablo Andujar,R,180,ESP,36.98,121,467,6-1 6-2,3,Q1,88,3,0,73,45,30,15,8,5,5,2,8,56,29,19,9,7,2,6
2023-580,Australian Open,Hard,128,G,O,20230116,15,R09X,15,,Jurij Rodionov,L,191,AUT,23.671,122,467,I0A7,,,Nicholas David Ionel,R,,ROU,20.263,228,240,7-6(1) 6-4,3,Q1,98,3,1,60,41,31,13,11,0,1,6,1,81,57,37,11,11,3,5
2023-580,Australian Open,Hard,128,G,O,20230116,16,V306,16,,Fernando Verdasco,L,188,ESP,39.17,123,460,SP80,,,Nino Serdarusic,R,191,CRO,26.092,245,222,3-6 6-4 6-2,3,Q1,110,3,2,79,49,33,21,13,2,4,4,1,77,47,32,14,14,3,7
2023-580,Australian Open,Hard,128,G,O,20230116,17,KC29,,,Nicolas Kicker,R,178,ARG,30.418,201,278,D874,17,,Federico Delbonis,L,193,ARG,32.282,136,416,6-2 6-4,3,Q1,99,2,2,78,59,38,10,9,10,11,1,2,57,40,24,8,9,5,9
2023-580,Australian Open,Hard,128,G,O,20230116,18,Y218,18,,Elias Ymer,R,185,SWE,26.768,124,456,H0A4,,,Nick Hardt,R,185,DOM,22.322,204,271,7-6(5) 6-2,3,Q1,117,6,4,74,43,30,19,10,5,6,2,3,76,44,29,14,10,7,10
2023-580,Australian Open,Hard,128,G,O,20230116,19,H997,,,Yannick Hanfmann,R,193,GER,31.176,128,435,MN13,,,Maximilian Marterer,L,188,GER,27.589,142,404,6-4 RET,3,Q1,61,2,1,25,17,13,4,5,1,2,3,1,43,26,15,9,5,8,10
2023-580,Australian Open,Hard,128,G,O,20230116,20,BU13,,,Zizou Bergs,R,185,BEL,23.622,130,428,J0D4,,,Jeremy Jin,R,178,AUS,18.554,875,16,7-6(3) 6-1,3,Q1,113,8,2,68,42,37,10,10,5,6,6,3,95,59,37,14,9,11,14
2023-580,Australian Open,Hard,128,G,O,20230116,21,V832,,,Aleksandar Vukic,R,188,AUS,26.779,146,384,D0F6,,,Gabriel Diallo,R,203,CAN,21.311,223,244,6-3 6-4,3,Q1,85,7,1,74,50,38,12,10,5,5,6,2,58,38,27,9,9,5,7
2023-580,Australian Open,Hard,128,G,O,20230116,22,A0FC,22,,Matteo Arnaldi,R,185,ITA,21.897,134,421,RC04,,,Alexander Ritschard,R,193,SUI,28.816,180,319,6-3 7-5,3,Q1,104,3,1,74,40,30,19,11,4,5,2,4,71,40,25,16,10,2,5
2023-580,Australian Open,Hard,128,G,O,20230116,23,E873,,,Ernesto Escobedo,R,185,MEX,26.535,313,163,N0BG,23,,Luca Nardi,R,185,ITA,19.447,162,360,6-3 6-1,3,Q1,66,2,0,43,31,23,9,8,0,0,0,5,60,35,19,12,8,6,10
2023-580,Australian Open,Hard,128,G,O,20230116,24,PG94,,,Marc Polmans,R,188,AUS,25.708,306,169,KI63,24,,Lukas Klein,R,193,SVK,24.821,141,405,6-3 6-4,3,Q1,87,2,2,60,42,27,9,10,5,8,2,2,57,37,20,8,9,5,10
2023-580,Australian Open,Hard,128,G,O,20230116,25,TC01,,,Li Tu,R,183,AUS,26.639,211,264,KC04,25,,Jozef Kovalik,R,183,SVK,30.198,137,413,6-2 6-2,3,Q1,75,4,2,63,35,27,15,8,5,5,0,0,58,36,18,10,8,4,8
2023-580,Australian Open,Hard,128,G,O,20230116,26,BV24,,,Raul Brancaccio,R,183,ITA,25.703,145,385,AA27,26,,Franco Agamenone,R,191,ITA,29.755,153,373,6-4 6-1,3,Q1,65,1,2,51,34,22,11,9,2,4,0,2,47,29,15,7,8,3,8
2023-580,Australian Open,Hard,128,G,O,20230116,27,S0IA,,,Dane Sweeny,R,170,AUS,21.925,246,222,KI82,27,,Vit Kopriva,R,178,CZE,25.588,151,375,6-1 6-1,3,Q1,77,4,2,51,31,25,8,7,3,3,0,4,52,25,12,10,7,4,9
2023-580,Australian Open,Hard,128,G,O,20230116,28,CG94,,,Enzo Couacaud,R,183,FRA,27.88,191,302,GF95,28,,Hugo Grenier,R,196,FRA,26.817,147,381,5-7 7-5 7-6(3),3,Q1,181,7,5,121,66,47,32,18,6,9,8,4,124,78,52,23,18,7,10
2023-580,Australian Open,Hard,128,G,O,20230116,29,S0GR,29,,Timofey Skatov,R,173,KAZ,21.985,144,398,MW18,,,Nicolas Moreno De Alboran,R,185,USA,25.509,218,248,6-3 6-4,3,Q1,84,1,2,49,34,30,10,10,0,0,5,4,62,40,26,12,9,3,5
2023-580,Australian Open,Hard,128,G,O,20230116,30,WB08,,,Yosuke Watanuki,R,180,JPN,24.764,138,413,S0TI,,,Philip Sekulic,R,191,AUS,19.365,546,61,6-4 6-2,3,Q1,74,8,0,47,22,20,16,9,0,0,2,3,51,27,21,11,9,4,7
2023-580,Australian Open,Hard,128,G,O,20230116,31,PH64,,,Andrea Pellegrino,R,185,ITA,25.818,181,318,GH33,31,,Manuel Guinard,R,198,FRA,27.17,150,376,7-6(7) 5-7 7-6(4),3,Q1,182,5,4,131,84,56,21,18,8,14,8,5,128,72,43,27,18,12,17
2023-580,Australian Open,Hard,128,G,O,20230116,32,ML57,,,Gianluca Mager,R,188,ITA,28.126,244,222,M0JZ,32,,Filip Misolic,R,180,AUT,21.44,148,376,6-2 3-6 7-6(6),3,Q1,118,17,0,99,71,54,11,14,5,8,12,2,89,47,39,20,15,1,5
2023-580,Australian Open,Hard,128,G,O,20230116,33,A0AB,,,Adrian Andreev,R,175,BUL,21.681,210,264,M0IF,,,Francesco Maestrelli,R,196,ITA,20.071,197,284,7-6(5) 4-6 7-6(5),3,Q1,201,8,1,129,76,51,29,17,4,8,8,8,117,57,44,28,17,6,9
2023-580,Australian Open,Hard,128,G,O,20230116,34,BS86,,,Tomas Barrios Vera,R,191,CHI,25.101,229,239,Z246,,,Miljan Zekic,R,185,SRB,34.513,230,239,6-2 6-2,3,Q1,86,0,4,63,38,24,15,8,6,7,6,1,53,40,22,4,8,1,6
2023-580,Australian Open,Hard,128,G,O,20230116,35,B0GG,,,Mattia Bellucci,L,175,ITA,21.626,152,374,W857,,,Tung-Lin Wu,R,188,TPE,24.682,166,353,6-3 6-4,3,Q1,95,7,1,62,34,28,18,10,4,4,2,2,69,48,26,13,9,10,12
2023-580,Australian Open,Hard,128,G,O,20230116,36,BI81,,,Alex Bolt,L,183,AUS,30.029,634,43,O376,,,Renzo Olivo,R,178,ARG,30.839,183,315,6-1 6-2,3,Q1,60,4,1,52,28,23,12,8,0,0,0,4,38,23,14,3,7,0,4
2023-580,Australian Open,Hard,128,G,O,20230116,37,D0FJ,,,Luciano Darderi,R,183,ITA,20.92,206,266,FA43,,,Juan Pablo Ficovich,R,188,ARG,25.977,179,321,7-6(3) 6-3,3,Q1,85,8,2,69,49,33,13,11,3,4,5,1,62,45,33,6,10,5,7
2023-580,Australian Open,Hard,128,G,O,20230116,38,D0CG,,,Facundo Diaz Acosta,L,183,ARG,22.086,203,272,BO10,,,Gijs Brouwer,L,191,NED,26.842,161,360,7-6(6) 6-4,3,Q1,86,6,1,62,36,31,18,11,0,0,5,3,70,53,40,10,11,6,7
2023-580,Australian Open,Hard,128,G,O,20230116,39,D923,,,Damir Dzumhur,R,175,BIH,30.658,176,324,KC33,,,Dimitar Kuzmanov,R,183,BUL,29.47,182,317,6-3 6-1,3,Q1,81,2,1,49,31,24,11,8,2,2,0,0,49,27,12,11,8,1,5
2023-580,Australian Open,Hard,128,G,O,20230116,40,E698,,,Gastao Elias,R,180,POR,32.145,237,232,U120,,,Kaichi Uchida,R,180,JPN,28.4,198,282,6-7(5) 7-6(3) 6-1,3,Q1,126,9,2,92,57,47,20,15,1,2,6,2,107,62,41,25,16,2,6
2023-580,Australian Open,Hard,128,G,O,20230116,41,GK06,,,Alexis Galarneau,R,180,CAN,23.877,207,265,PH78,,,Ryan Peniston,L,180,GBR,27.184,149,376,7-6(5) 6-2,3,Q1,117,5,2,80,44,32,21,10,9,10,3,3,67,39,25,17,10,3,6
2023-580,Australian Open,Hard,128,G,O,20230116,42,G967,,,Peter Gojowczyk,R,188,GER,33.506,232,236,P0KJ,,,Derek Pham,R,180,AUS,18.795,1015,10,6-2 6-2,3,Q1,65,4,2,43,28,23,7,8,3,4,1,1,63,36,21,7,8,10,15
2023-580,Australian Open,Hard,128,G,O,20230116,43,H09F,,,Yu Hsiou Hsu,R,178,TPE,23.792,209,265,FC26,,,Evan Furness,R,173,FRA,24.427,217,249,7-6(5) 6-2,3,Q1,87,4,1,60,35,31,12,10,2,3,2,5,69,37,26,16,10,3,6
2023-580,Australian Open,Hard,128,G,O,20230116,44,J551,,,Nicolas Jarry,R,201,CHI,27.266,154,370,V0AM,,,Otto Virtanen,R,193,FIN,21.572,178,321,5-7 6-4 7-6(6),3,Q1,186,13,9,131,86,63,19,17,13,16,9,5,126,73,51,25,17,7,10
